ano;orgao;codigoOrgao;orgaoSuperior;codigoOrgaoSuperior;empenhado;liquidado;pago
2022;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;26418;Ministério da Educação;26000;623270214.88;603502908.05;557760992.62
2022;Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco;26430;Ministério da Educação;26000;217035353.82;206144656.17;189852830.29
2022;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;26431;Ministério da Educação;26000;521355985.55;505369716.43;465525209.54
2022;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;26435;Ministério da Educação;26000;719515349.67;657416332.14;601759657.31
2022;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;26423;Ministério da Educação;26000;306031373.82;292105610.63;270552763.68
2023;Universidade Federal de Alagoas;26231;Ministério da Educação;26000;1155068741.16;1123324052.66;1027272788.75
2023;Universidade Federal da Bahia;26232;Ministério da Educação;26000;2263725471.55;2205693774.3;2022478340.83
2023;Universidade Federal do Oeste da Bahia;26447;Ministério da Educação;26000;144617121.3;134165164.09;118505719.91
2023;Universidade Federal do Recôncavo da Bahia;26351;Ministério da Educação;26000;422266975.26;401738845.32;360880736.78
2023;Universidade Federal do Sul da Bahia;26450;Ministério da Educação;26000;146780995.01;134089208.38;121161927.47
2023;Universidade Federal do Ceará;26233;Ministério da Educação;26000;1938390814.2;1852171809.96;1681618214.94
2023;Universidade Federal do Cariri;26449;Ministério da Educação;26000;157995522.17;148653025.03;135768263.16
2023;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;26442;Ministério da Educação;26000;189400249.07;177132693.75;160739413.75
2023;Fundação Universidade do Maranhão;26272;Ministério da Educação;26000;1102923419.12;1068906490.28;991323621.64
2023;Universidade Federal da Paraíba;26240;Ministério da Educação;26000;2159551467.48;2088916181.99;1872130959.87
2023;Universidade Federal de Campina Grande;26252;Ministério da Educação;26000;910868122.35;887552962.01;790558547.69
2023;Universidade Federal de Pernambuco;26242;Ministério da Educação;26000;2128331619.38;2032057855.22;1844361080.32
2023;Universidade Federal Rural de Pernambuco;26248;Ministério da Educação;26000;762455916.88;723987833.09;651361558.65
2023;Universidade Federal do Agreste de Pernambuco;26456;Ministério da Educação;26000;67918974.46;64782013.57;57375435.13
2023;Fundação Universidade Federal do Vale do São Francisco;26230;Ministério da Educação;26000;299910863.04;278353555.8;251661978.47
2023;Fundação Universidade Federal do Piauí;26279;Ministério da Educação;26000;955296449.28;911204516.16;831722344.26
2023;Universidade Federal do Delta do Parnaíba;26455;Ministério da Educação;26000;93167730.49;87935681.49;78268074.5
2023;Universidade Federal do Rio Grande do Norte;26243;Ministério da Educação;26000;2154052044.8;2104567781.83;1902788187.13
2023;Universidade Federal Rural do Semi-Árido;26264;Ministério da Educação;26000;365377535.79;361977605.67;328225215.72
2023;Fundação Universidade Federal de Sergipe;26281;Ministério da Educação;26000;978222332.93;936865936.53;866305246.32
2023;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;26402;Ministério da Educação;26000;473067882.86;441828799.68;401912102.52
2023;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;26427;Ministério da Educação;26000;777640449.2;728227348.08;664371047.33
2023;Instituto Federal de Educação, Ciência e Tecnologia Baiano;26404;Ministério da Educação;26000;434254594.68;400120471.68;367783326.19
2023;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;26405;Ministério da Educação;26000;1024389243.08;946454046.04;850791772.72
2023;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;26408;Ministério da Educação;26000;906223957.19;816236681.35;729411488.0
2023;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;26417;Ministério da Educação;26000;709914518.26;678522630.24;604048503.88
2023;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;26418;Ministério da Educação;26000;699532862.21;661707966.03;603351644.45
2023;Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco;26430;Ministério da Educação;26000;250858769.65;233438645.18;212091187.57
2023;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;26431;Ministério da Educação;26000;613884894.55;583746148.09;523326960.04
2023;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;26435;Ministério da Educação;26000;825243301.68;743796587.3;662730901.62
2023;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;26423;Ministério da Educação;26000;343389416.74;325323057.69;292428599.68
2024;Universidade Federal de Alagoas;26231;Ministério da Educação;26000;1237324301.73;1185115616.22;1073287511.74
2024;Universidade Federal da Bahia;26232;Ministério da Educação;26000;2347845955.23;2296782766.32;2137137051.59
2024;Universidade Federal do Oeste da Bahia;26447;Ministério da Educação;26000;150739722.73;143729324.54;131752534.67
2024;Universidade Federal do Recôncavo da Bahia;26351;Ministério da Educação;26000;441771782.94;424531675.44;387137757.29
2024;Universidade Federal do Sul da Bahia;26450;Ministério da Educação;26000;161387692.89;156467083.38;141891010.22
2024;Universidade Federal do Ceará;26233;Ministério da Educação;26000;1970450564.34;1936073769.45;1769534048.32
2024;Universidade Federal do Cariri;26449;Ministério da Educação;26000;165560142.32;159234567.62;146529984.92
2024;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;26442;Ministério da Educação;26000;211922206.16;198837043.56;181814368.03
2024;Fundação Universidade do Maranhão;26272;Ministério da Educação;26000;1197764354.3;1144700496.62;1066063072.58
2024;Universidade Federal da Paraíba;26240;Ministério da Educação;26000;2290486677.32;2216550406.67;1992685879.43
2024;Universidade Federal de Campina Grande;26252;Ministério da Educação;26000;942300049.35;925635643.39;829877004.88
2024;Universidade Federal de Pernambuco;26242;Ministério da Educação;26000;2324025559.3;2207923704.29;1966177074.11
2024;Universidade Federal Rural de Pernambuco;26248;Ministério da Educação;26000;784086352.51;760032491.62;687934784.02
2024;Universidade Federal do Agreste de Pernambuco;26456;Ministério da Educação;26000;83371605.92;81235840.34;72875115.53
2024;Fundação Universidade Federal do Vale do São Francisco;26230;Ministério da Educação;26000;348213094.54;330090552.37;302923817.35
2024;Fundação Universidade Federal do Piauí;26279;Ministério da Educação;26000;1010630894.6;971532197.88;883681810.02
2024;Universidade Federal do Delta do Parnaíba;26455;Ministério da Educação;26000;107325623.56;102219672.34;92782388.97
2024;Universidade Federal do Rio Grande do Norte;26243;Ministério da Educação;26000;2198436171.1;2126844274.23;1942294882.24
2024;Universidade Federal Rural do Semi-Árido;26264;Ministério da Educação;26000;402442468.07;394738688.88;361788872.23
2024;Fundação Universidade Federal de Sergipe;26281;Ministério da Educação;26000;1034728957.91;1009201293.44;936392143.83
2024;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;26402;Ministério da Educação;26000;519348577.26;481900955.63;441117903.45
2024;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;26427;Ministério da Educação;26000;823530894.3;794191768.86;719731957.17
2024;Instituto Federal de Educação, Ciência e Tecnologia Baiano;26404;Ministério da Educação;26000;473904408.28;425389087.69;391819061.7
2024;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;26405;Ministério da Educação;26000;1065689175.81;1014976572.83;906734773.15
2024;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;26408;Ministério da Educação;26000;978243302.43;911226767.21;811826810.7
2024;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;26417;Ministério da Educação;26000;771923908.31;727999560.46;651167557.1
2024;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;26418;Ministério da Educação;26000;723905135.89;693777132.27;635219350.88
2024;Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco;26430;Ministério da Educação;26000;269238693.22;258730630.53;235575199.38
2024;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;26431;Ministério da Educação;26000;672421964.59;638358507.89;573475937.92
2024;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;26435;Ministério da Educação;26000;913718280.02;811421442.06;725161039.21
2024;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;26423;Ministério da Educação;26000;359321828.95;345357522.83;311043587.6
2025;Universidade Federal de Alagoas;26231;Ministério da Educação;26000;1423124059.59;1374452513.79;1241015918.37
2025;Universidade Federal da Bahia;26232;Ministério da Educação;26000;2706510716.72;2657917302.4;2457221238.69
2025;Universidade Federal do Oeste da Bahia;26447;Ministério da Educação;26000;176032150.18;169827145.48;155262319.17
2025;Universidade Federal do Recôncavo da Bahia;26351;Ministério da Educação;26000;533332513.26;513135330.78;457979028.23
2025;Universidade Federal do Sul da Bahia;26450;Ministério da Educação;26000;202229883.51;194227934.6;177594751.91
2025;Universidade Federal do Ceará;26233;Ministério da Educação;26000;2357229644.12;2274575420.76;2053711366.33
2025;Universidade Federal do Cariri;26449;Ministério da Educação;26000;199494591.61;190213659.35;172040517.81
2025;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;26442;Ministério da Educação;26000;235510719.63;230055863.87;208897369.03
2025;Fundação Universidade do Maranhão;26272;Ministério da Educação;26000;1369933091.02;1316635295.05;1202294694.77
2025;Universidade Federal da Paraíba;26240;Ministério da Educação;26000;2582397134.9;2511397378.62;2224986678.01
2025;Universidade Federal de Campina Grande;26252;Ministério da Educação;26000;1098491067.4;1081192599.94;955484792.86
2025;Universidade Federal de Pernambuco;26242;Ministério da Educação;26000;2561686473.46;2492903258.46;2238391681.77
2025;Universidade Federal Rural de Pernambuco;26248;Ministério da Educação;26000;931345340.39;882766594.26;790634974.6
2025;Universidade Federal do Agreste de Pernambuco;26456;Ministério da Educação;26000;107892113.28;100393685.96;88447822.3
2025;Fundação Universidade Federal do Vale do São Francisco;26230;Ministério da Educação;26000;405885731.07;389017919.62;352500610.15
2025;Fundação Universidade Federal do Piauí;26279;Ministério da Educação;26000;1183420516.59;1138317112.73;1017865187.65
2025;Universidade Federal do Delta do Parnaíba;26455;Ministério da Educação;26000;154410932.08;124502808.69;110440482.66
2025;Universidade Federal do Rio Grande do Norte;26243;Ministério da Educação;26000;2537299606.4;2450277140.62;2176818119.24
2025;Universidade Federal Rural do Semi-Árido;26264;Ministério da Educação;26000;476333764.17;453893508.1;404843774.07
2025;Fundação Universidade Federal de Sergipe;26281;Ministério da Educação;26000;1177441543.09;1158506009.13;1060044002.38
2025;Instituto Federal de Educação, Ciência e Tecnologia de Alagoas;26402;Ministério da Educação;26000;599921285.95;569393544.41;512516780.17
2025;Instituto Federal de Educação, Ciência e Tecnologia da Bahia;26427;Ministério da Educação;26000;946381990.69;914478202.18;821855848.35
2025;Instituto Federal de Educação, Ciência e Tecnologia Baiano;26404;Ministério da Educação;26000;591051458.48;540042271.25;488422008.09
2025;Instituto Federal de Educação, Ciência e Tecnologia do Ceará;26405;Ministério da Educação;26000;1241340221.48;1182254282.6;1045922028.61
2025;Instituto Federal de Educação, Ciência e Tecnologia do Maranhão;26408;Ministério da Educação;26000;1185969622.33;1121245832.6;1009321217.98
2025;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;26417;Ministério da Educação;26000;940394847.92;873440489.28;768542157.99
2025;Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco;26418;Ministério da Educação;26000;828456424.11;797152166.29;717472490.81
2025;Instituto Federal de Educação, Ciência e Tecnologia do Sertão de Pernambuco;26430;Ministério da Educação;26000;327124196.98;302514024.72;268555078.98
2025;Instituto Federal de Educação, Ciência e Tecnologia do Piauí;26431;Ministério da Educação;26000;822208924.7;788863873.32;689033135.05
2025;Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte;26435;Ministério da Educação;26000;1118010985.71;1059159877.49;941690106.26
2025;Instituto Federal de Educação, Ciência e Tecnologia de Sergipe;26423;Ministério da Educação;26000;439290820.14;423178694.46;374314755.22
